"Name","Debut","Final","Position","Height","Weight","Birthday","School","HOF","Active","G","PTS","TRB","AST","FG.","FG3.","FT.","eFG.","PER","WS","RowNumber"
"Jahidi White",1999,2005,"['Forward', 'Center']",81,290,"February 19, 1976","['Georgetown']","False","False",334,5.9,5.8,0.2,51,0,53.4,51,14.2,10.4,5032
"James White",2007,2013,"['Guard', 'Forward']",79,200,"October 21, 1982","['Florida', ' Cincinnati']","False","False",67,2.7,1,0.5,43.8,34,67.6,49.1,9.9,0.8,5033
"Jo Jo White",1970,1981,"['Guard']",75,190,"November 16, 1946","['Kansas']","True","False",837,17.2,4,4.9,44.4,16.7,83.4,44.4,14.2,54,5034
"Okaro White",2017,2019,"['Forward']",80,205,"August 13, 1992","['Florida State']","False","True",44,2.7,2.2,0.5,38.1,34,88,45.7,7.6,0.8,5035
"Randy White",1990,1994,"['Forward']",80,240,"November 4, 1967","['Louisiana Tech']","False","False",281,7.4,4.9,0.6,40.1,19.3,70.7,40.8,11,1.9,5036
"Rodney White",2002,2005,"['Forward']",81,238,"June 28, 1980","['UNC Charlotte']","False","False",218,7.1,2.2,1.1,42.4,31.4,74.9,45.5,12.3,1.8,5037
"Rory White",1983,1987,"['Forward']",80,210,"August 16, 1959","['University of South Alabama']","False","False",324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5,5038
"Royce White",2014,2014,"['Forward']",80,270,"April 10, 1991","['Iowa State']","False","False",3,0,0,0,0,NA,NA,0,-8.3,0,5039
"Rudy White",1976,1981,"['Guard']",74,195,"June 23, 1953","['Arizona State']","False","False",124,3.1,1,0.9,40.8,0,74.2,40.8,9.2,0.2,5040
"Tony White",1988,1988,"['Guard']",74,170,"February 15, 1965","['Tennessee']","False","False",49,5.3,0.6,1.2,44.6,0,72.2,44.6,9.4,-0.3,5041
"Willie White",1985,1986,"['Guard']",75,195,"August 20, 1962","['Chattanooga']","False","False",82,3.7,1,1,43.2,31.3,74.1,44.9,13.2,0.3,5042
"Isaiah Whitehead",2017,2018,"['Guard']",76,213,"March 8, 1995","['Seton Hall']","False","False",89,7.2,2.4,2.4,41.1,30.5,78.8,45.4,7.9,-0.9,5043
"Jerome Whitehead",1979,1989,"['Center', 'Forward']",82,220,"September 30, 1956","['Marquette']","False","False",679,6.5,4.8,0.6,49.7,0,71.8,49.7,12,16.4,5044
"Donald Whiteside",1997,1998,"['Guard']",70,160,"April 25, 1969","['Northern Illinois']","False","False",30,2,0.4,1.2,33.3,32.4,64.7,43.9,7.2,0.1,5045
"Hassan Whiteside",2011,2022,"['Center']",84,265,"June 13, 1989","['Marshall']","False","False",511,12.6,10.8,0.6,58.6,30.8,60.5,58.7,23.9,52,5046
"Dwayne Whitfield",1996,1996,"['Forward']",81,240,"August 21, 1972","['Jackson State University']","False","False",8,5,3.1,0.3,43.3,NA,63.6,43.3,9.3,0,5047
"Cam Whitmore",2024,2025,"['Forward']",79,232,"July 8, 2004","['Villanova']","False","True",98,10.8,3.4,0.8,44.9,35.7,70.7,53.2,16.1,3.3,5048
"Chris Whitney",1994,2004,"['Guard']",72,168,"October 5, 1971","['Clemson']","False","False",579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2,5049
"Hank Whitney",1968,1970,"['Forward', 'Center']",79,230,"April 28, 1939","['Iowa State']","False","False",145,9.2,7.6,1.2,40.3,0,69.2,40.3,14.9,3.5,5050
"Hawkeye Whitney",1981,1982,"['Guard', 'Forward']",77,235,"June 22, 1957","['NC State']","False","False",70,5.8,2.1,1.2,46.2,28.6,75,46.4,11.8,1.3,5051
"Greg Whittington",2021,2021,"['Forward']",80,210,"February 7, 1993","['Georgetown']","False","False",4,0,0,0,0,0,NA,0,-10.2,-0.1,5052
"Shayne Whittington",2015,2016,"['Forward', 'Center']",83,250,"March 27, 1991","['Western Michigan']","False","False",27,2.5,1.5,0.3,45.3,12.5,76,46.2,16.5,0.4,5053
"Sidney Wicks",1972,1981,"['Forward', 'Center']",80,225,"September 19, 1949","['Santa Monica College', ' UCLA']","False","False",760,16.8,8.7,3.2,45.9,0,68.5,45.9,16.2,42.4,5054
"Ron Widby",1968,1968,"['Forward']",76,210,"March 9, 1945","['Tennessee']","False","False",20,2.9,2.3,0.2,38.6,0,57.1,38.6,11.5,0,5055
"Murray Wier",1950,1950,"['Guard']",69,155,"December 12, 1926","['Iowa']","False","False",56,7.7,NA,1.9,32.7,NA,69.3,NA,NA,1.6,5056
"Bob Wiesenhahn",1962,1962,"['Forward']",76,215,"December 22, 1938","['Cincinnati']","False","False",60,2,1.9,0.4,31.7,NA,56.7,NA,7.5,-0.7,5057
"Joe Wieskamp",2022,2023,"['Guard']",78,212,"August 23, 1999","['Iowa']","False","True",38,1.8,0.5,0.3,32.9,30.9,53.8,45,5.6,0.1,5058
"Aaron Wiggins",2022,2025,"['Guard']",78,200,"January 2, 1999","['Maryland']","False","True",274,8.6,3.2,1.3,50.4,38.9,79.4,58.2,13.8,12.9,5059
"Andrew Wiggins",2015,2025,"['Forward', 'Guard']",79,197,"February 23, 1995","['Kansas']","False","True",766,18.5,4.5,2.3,44.9,35.6,72.5,49.8,14.7,33.1,5060
"Mitchell Wiggins",1984,1992,"['Guard']",76,185,"September 28, 1959","['Clemson', ' Florida State']","False","False",389,10,3.2,1.6,46,19.2,75.5,46.2,13.8,15.2,5061
"Lindell Wigginton",2022,2024,"['Guard']",74,189,"March 28, 1998","['Iowa State']","False","True",29,4.7,1.1,1.3,44.7,32.6,63,51.9,10.6,0.2,5062
"Ken Wilburn",1968,1969,"['Forward']",78,195,"June 8, 1944","['Central State University']","False","False",54,3.9,3.9,0.5,39.1,NA,50.6,39.1,13.5,0.1,5063
"C.J. Wilcox",2015,2017,"['Guard']",77,195,"December 30, 1990","['Washington']","False","False",66,2,0.5,0.5,37,33.3,81.3,44.1,8.8,0.1,5064
"Chris Wilcox",2003,2013,"['Forward']",82,221,"September 3, 1982","['Maryland']","False","False",628,8.2,4.9,0.7,54.1,0,64.3,54.1,15.5,26.9,5065
"D.C. Wilcutt",1949,1950,"['Guard']",74,165,"March 25, 1923","['Saint Louis']","False","False",59,2.2,NA,1.4,33.9,NA,73.3,NA,NA,1.1,5066
"Gene Wiley",1963,1968,"['Center']",82,210,"November 12, 1937","['Wichita State']","False","False",309,4.2,7.2,0.8,46.9,NA,50.6,46.9,9.3,8.3,5067
"Jacob Wiley",2018,2018,"['Forward']",79,215,"September 4, 1994","['Eastern Washington']","False","False",5,0.8,2.2,0.4,25,50,50,37.5,8.2,0.1,5068
"Michael Wiley",1981,1982,"['Forward']",81,200,"October 16, 1957","['Cal State Long Beach']","False","False",94,7.4,2.6,0.7,56.1,0,70.9,56.1,17,2.9,5069
"Morlon Wiley",1989,1995,"['Guard']",76,185,"September 24, 1966","['Cal State Long Beach']","False","False",295,3.7,1.2,2.4,41.2,35.4,70.7,47.5,10.6,2.7,5070
"Win Wilfong",1958,1961,"['Guard', 'Forward']",74,185,"March 18, 1933","['Memphis']","False","False",268,6.8,3.4,2.1,36.1,NA,74.4,NA,10.8,2.7,5071
"Lenny Wilkens",1961,1975,"['Guard']",73,180,"October 28, 1937","['Providence']","True","False",1077,16.5,4.7,6.7,43.2,NA,77.4,NA,16.8,95.5,5072
"Bob Wilkerson",1977,1983,"['Guard', 'Forward']",78,195,"August 15, 1954","['Indiana']","False","False",536,10.1,4.2,3.4,42.5,16.7,75.1,42.6,11.1,8.2,5073
"Jamaal Wilkes",1975,1986,"['Forward', 'Guard']",78,190,"May 2, 1953","['UCLA']","True","False",828,17.7,6.2,2.5,49.9,13.5,75.9,50,16.5,71.3,5074
"James Wilkes",1981,1983,"['Forward']",79,195,"April 1, 1958","['UCLA']","False","False",114,4.8,2.4,0.9,46.3,0,72.3,46.3,11.2,2,5075
"Damien Wilkins",2005,2018,"['Forward', 'Guard']",78,225,"January 11, 1980","['NC State', ' Georgia']","False","False",582,6.2,2.3,1.4,42.6,32.7,78.3,45.8,11.5,12.1,5076
"Dominique Wilkins",1983,1999,"['Forward', 'Guard']",80,215,"January 12, 1960","['Georgia']","True","False",1074,24.8,6.7,2.5,46.1,31.9,81.1,47.8,21.6,117.5,5077
"Eddie Lee Wilkins",1985,1993,"['Forward', 'Center']",82,220,"May 7, 1962","['Gardner-Webb University']","False","False",322,4.8,3.1,0.2,47,0,56.4,47,10.2,2.5,5078
"Gerald Wilkins",1986,1999,"['Guard', 'Forward']",78,185,"September 11, 1963","['Chattanooga']","False","False",900,13,2.9,3,45,31.6,74.5,47,13,33.9,5079
"Jeff Wilkins",1981,1986,"['Center', 'Forward']",83,230,"March 9, 1955","['Illinois State']","False","False",454,7.9,5.7,1,45.9,0,74.3,45.9,10.5,8.8,5080
"Dale Wilkinson",1985,1985,"['Forward']",82,220,"March 18, 1960","['Idaho State University']","False","False",12,1.2,0.3,0.2,25,0,85.7,25,-1.3,-0.1,5081
"Mike Wilks",2003,2010,"['Guard']",70,185,"May 7, 1979","['Rice University']","False","False",233,2.5,1,1.2,40.2,32.1,74.1,43.3,10,2.5,5082
"Aaron Williams",1994,2008,"['Forward', 'Center']",81,220,"October 2, 1971","['Xavier']","False","False",715,5.8,3.9,0.7,49.3,6.3,74,49.3,13.9,28.7,5083
"Al Williams",1971,1971,"['Forward']",78,200,"February 3, 1948","['Drake University']","False","False",11,3.9,2.4,0.5,44.2,NA,50,44.2,15.3,0,5084
"Alan Williams",2016,2019,"['Forward', 'Center']",80,265,"January 28, 1993","['UC Santa Barbara']","False","False",67,6.2,5.5,0.6,50.6,0,62.6,50.6,19.2,2.5,5085
"Alondes Williams",2023,2025,"['Guard']",76,210,"June 19, 1999","['Triton College', ' Oklahoma', ' Wake Forest']","False","True",9,1.1,0.2,0.1,40,20,100,45,-0.7,-0.1,5086
"Alvin Williams",1998,2007,"['Guard']",77,185,"August 6, 1974","['Villanova']","False","False",460,9,2.5,4.1,42.1,31.3,76,44.8,13.7,21.7,5087
"Art Williams",1968,1975,"['Guard']",73,180,"September 29, 1939","['Cal Poly Pomona']","False","False",548,5.3,3.1,4.4,41,NA,72.9,41,13.6,17.7,5088
"Bernie Williams",1970,1974,"['Guard']",75,175,"December 30, 1945","['La Salle']","False","False",283,9.3,1.8,2,40.6,23.2,82.4,41.2,11.1,1.7,5089
"Bob Williams",1956,1957,"['Forward']",78,230,"May 12, 1931","['Florida A&M']","False","False",24,2.9,2.5,0.3,44,NA,54.2,NA,12.3,0.5,5090
"Brandon Williams",1998,2003,"['Guard']",78,215,"February 27, 1975","['Davidson']","False","False",18,2.3,1,0.2,29.8,30,50,32.5,1.9,-0.4,5091
"Brandon Williams",2022,2025,"['Guard']",73,190,"November 22, 1999","['Arizona']","False","True",74,8.6,2,2.5,42.6,32,74.4,48.1,13.7,0.7,5092
"Buck Williams",1982,1998,"['Forward', 'Center']",80,215,"March 8, 1960","['Maryland']","False","False",1307,12.8,10,1.3,54.9,16.7,66.4,54.9,15.3,120.1,5093
"C.J. Williams",2018,2019,"['Guard']",77,226,"February 6, 1990","['NC State']","False","False",53,4.7,1.2,1,44.8,28.7,76.5,50.6,9.4,0.9,5094
"Charlie Williams",1968,1973,"['Guard']",72,165,"September 5, 1943","['Seattle University']","False","False",372,16.2,3.1,2.7,39,26.4,71.3,40.7,11,5.7,5095
"Chuck Williams",1971,1978,"['Guard']",74,175,"June 6, 1946","['Colorado']","False","False",638,10.8,2.3,4.5,46.7,29.1,79,46.9,13,32.8,5096
"Chuckie Williams",1977,1977,"['Guard']",75,180,"December 31, 1953","['Kansas State']","False","False",22,1.7,0.2,0.3,29.8,NA,75,NA,8.8,-0.2,5097
"Cliff Williams",1969,1969,"['Guard']",75,180,"April 15, 1945","['Bowling Green']","False","False",3,1.3,1,0.7,22.2,NA,NA,NA,-3.5,-0.1,5098
"Cody Williams",2025,2025,"['Guard', 'Forward']",79,190,"November 20, 2004","['Colorado']","False","True",50,4.6,2.3,1.2,32.3,25.9,72.5,39.1,3.7,-1.2,5099
"Corey Williams",1993,1994,"['Guard']",74,190,"April 24, 1970","['Oklahoma State']","False","False",39,2.4,0.9,0.7,36.7,25,82.6,37.2,9.1,0.2,5100
"Deron Williams",2006,2017,"['Guard']",75,200,"June 26, 1984","['Illinois']","False","False",845,16.3,3.1,8.1,44.5,35.7,82.2,49.8,18.2,77.3,5101
"Derrick Williams",2012,2018,"['Forward']",80,240,"May 25, 1991","['Arizona']","False","False",428,8.9,4,0.7,43.4,30,71,47.5,13.4,14.1,5102
"Donovan Williams",2023,2023,"['Forward']",78,190,"September 6, 2001","['Texas', ' UNLV']","False","True",2,2,1,0,40,0,NA,40,14.5,0,5103
"Duck Williams",1980,1980,"['Guard']",74,180,"August 2, 1956","['Notre Dame']","False","False",77,6.6,1.4,2.4,44.7,0,70,44.7,8.6,-0.3,5104
"Earl Williams",1975,1979,"['Center', 'Forward']",79,230,"March 24, 1951","['Winston-Salem State']","False","False",146,4.5,5.6,0.9,43.2,NA,47.5,NA,15.2,2.7,5105
"Elliot Williams",2012,2016,"['Guard']",77,190,"June 20, 1989","['Duke', ' Memphis']","False","False",109,4.9,1.5,0.9,42.1,31,66.9,48,9.5,0.7,5106
"Eric Williams",1996,2007,"['Forward']",80,220,"July 17, 1972","['Vincennes University', ' Providence']","False","False",658,8.6,3.3,1.4,41.5,31.8,73.6,44,11.7,23.2,5107
"Fly Williams",1975,1975,"['Guard', 'Forward']",77,200,"February 18, 1953","['Austin Peay State University']","False","False",71,9.4,2.5,2,46.2,14.3,68.3,46.3,11.8,-0.3,5108
"Frank Williams",2003,2005,"['Guard']",75,212,"February 25, 1980","['Illinois']","False","False",86,2.9,0.9,1.9,35.2,30,83.3,39.8,9.2,0.1,5109
"Freeman Williams",1979,1986,"['Guard', 'Forward']",76,190,"May 15, 1956","['Portland State']","False","False",323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10,5110
"Gene Williams",1970,1970,"['Forward']",79,235,"April 1, 1947","['Kansas State']","False","False",1,0,0,0,0,NA,NA,0,-22.7,0,5111
"Grant Williams",2020,2025,"['Forward']",78,236,"November 30, 1998","['Tennessee']","False","True",380,7.2,3.7,1.5,45.2,37.7,77.4,55.8,10,15.5,5112
"Gus Williams",1976,1987,"['Guard']",74,175,"October 10, 1953","['USC']","False","False",825,17.1,2.7,5.6,46.1,23.8,75.6,46.5,18.5,67.9,5113
"Guy Williams",1985,1986,"['Forward']",81,200,"July 1, 1960","['San Francisco', ' Washington State']","False","False",26,2.6,1.3,0.3,45.6,25,45.5,46.3,13.6,0.2,5114
"Hank Williams",1975,1975,"['Forward']",77,210,"April 28, 1952","['Jacksonville University']","False","False",39,4.2,2.3,0.6,43.6,13.6,78.3,44.5,9.6,0.4,5115
"Herb Williams",1982,1999,"['Center', 'Forward']",82,242,"February 16, 1958","['Ohio State']","False","False",1102,10.8,5.9,1.7,46.7,9.5,69.6,46.8,13.6,36.1,5116
"Hot Rod Williams",1987,1999,"['Forward', 'Center']",83,215,"August 9, 1962","['Tulane']","False","False",887,11,6.8,1.8,48,10.5,72.6,48,15.6,70.5,5117
"Jalen Williams",2023,2025,"['Guard']",78,220,"April 14, 2001","['Santa Clara']","False","True",215,18.1,4.6,4.3,51.3,38.2,80.3,56.3,18.3,20.7,5118
"Jason Williams",1999,2011,"['Guard']",73,190,"November 18, 1975","['Marshall', ' Florida']","False","False",788,10.5,2.3,5.9,39.8,32.7,81.3,47.9,14.2,38.5,5119
"Jawad Williams",2009,2011,"['Forward']",81,218,"February 19, 1983","['UNC']","False","False",90,3.8,1.5,0.6,36.9,31.3,71.9,43.5,7.1,0.5,5120
"Jay Williams",2003,2003,"['Guard']",74,195,"September 10, 1981","['Duke']","False","False",75,9.5,2.6,4.7,39.9,32.2,64,44.6,12.2,0.8,5121
"Jaylin Williams",2023,2025,"['Forward']",80,250,"June 29, 2002","['Arkansas']","False","True",165,5.1,4.5,1.9,43,39,75.2,54.8,13.3,7.6,5122
"Jayson Williams",1991,1999,"['Forward', 'Center']",81,240,"February 22, 1968","[""St. John's""]","False","False",475,7.3,7.5,0.6,44,12.5,60.6,44,15.1,20,5123
"Jeenathan Williams",2023,2025,"['Guard']",77,205,"February 12, 1999","['Buffalo']","False","True",47,3.9,1.1,0.6,51.7,28.2,58.3,55.3,13,0.6,5124
"Jerome Williams",1997,2005,"['Forward']",81,206,"May 10, 1973","['Georgetown']","False","False",587,6.6,6.4,0.8,50.2,3.8,64.5,50.2,15.9,37.9,5125
"John Williams",1987,1995,"['Forward', 'Center']",80,235,"October 26, 1966","['LSU']","False","False",435,10.1,5.1,2.9,45.1,22.5,70.4,45.9,14.6,19.9,5126
"Johnathan Williams",2019,2020,"['Forward']",81,228,"May 22, 1995","['Missouri', ' Gonzaga']","False","False",39,5.2,4.2,0.5,58.3,0,55.7,58.3,14.8,1.5,5127
"Jordan Williams",2012,2012,"['Forward']",82,260,"October 11, 1990","['Maryland']","False","False",43,4.6,3.6,0.3,50.7,NA,65.2,50.7,14.5,1.3,5128
"Justin Williams",2007,2008,"['Forward']",82,225,"May 12, 1984","['Wyoming']","False","False",49,3.4,3.3,0,57.3,0,34.8,57.3,16.2,1.1,5129
"Kenny Williams",1991,1994,"['Forward']",81,205,"June 9, 1969","['Barton County Community College', ' Elizabeth City State University']","False","False",260,4.8,2.7,0.6,51.1,0,68,51.1,16.1,7.4,5130
"Kenrich Williams",2019,2025,"['Guard', 'Forward']",79,210,"December 2, 1994","['TCU']","False","True",391,6.4,4.1,1.8,47,36.5,54.9,55.1,12.3,16.1,5131
"Kevin Williams",1984,1989,"['Guard']",74,175,"September 11, 1961","['TCU', "" St. John's""]","False","False",260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6,5132
"Lorenzo Williams",1993,2000,"['Forward', 'Center']",81,200,"July 15, 1969","['Stetson University']","False","False",253,3,6.3,1,46.9,0,37.7,46.9,10.2,7.3,5133
"Lou Williams",2006,2022,"['Guard']",74,175,"October 27, 1986","","False","False",1123,13.9,2.2,3.4,41.9,35.1,84.2,47.9,18,65.7,5134
"Malik Williams",2024,2024,"['Center']",83,250,"August 26, 1998","","False","True",7,2.7,5.4,0.3,26.5,20,0,27.9,4.9,-0.2,5135
"Marcus Williams",2007,2010,"['Guard']",75,205,"December 3, 1985","['UConn']","False","False",203,5.6,1.8,2.8,38.6,32.1,76.7,44.3,11,0,5136
"Marcus Williams",2008,2009,"['Forward']",79,205,"November 18, 1986","['Arizona']","False","False",13,1.1,0.9,0.2,31.8,NA,NA,31.8,10.4,-0.1,5137
"Mark Williams",2023,2025,"['Center']",84,241,"December 16, 2001","['Duke']","False","True",106,12.3,8.8,1.4,62.2,0,75.3,62.2,22.3,9.7,5138
"Marvin Williams",2006,2020,"['Forward']",80,237,"June 19, 1986","['UNC']","False","False",1072,10.2,5.2,1.3,44.3,36.1,80.8,50.2,13.6,65.1,5139
"Matt Williams",2018,2018,"['Guard']",77,210,"October 14, 1993","['Central Florida']","False","False",3,1.7,0.3,0,33.3,20,NA,41.7,-0.7,0,5140
"Micheal Williams",1989,1999,"['Guard']",74,175,"July 23, 1966","['Baylor']","False","False",413,11,2.5,5.8,46.4,22.7,86.8,47.1,17.9,28.5,5141
"Mike Williams",1990,1990,"['Forward']",80,255,"August 14, 1963","['Cincinnati', ' Bradley']","False","False",21,0.7,1.1,0.1,33.3,0,50,33.3,3.5,0,5142
"Milt Williams",1971,1975,"['Guard']",74,182,"November 22, 1945","['Lincoln University of Missouri']","False","False",72,3.6,0.9,1.9,43.7,NA,67.4,43.7,12.2,0.8,5143
"Mo Williams",2004,2016,"['Guard']",73,198,"December 19, 1982","['Alabama']","False","False",818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15,40,5144
"Monty Williams",1995,2003,"['Forward']",80,225,"October 8, 1971","['Notre Dame']","False","False",456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4,5145
"Nate Williams",1972,1979,"['Forward', 'Guard']",77,215,"May 2, 1950","['Utah State University']","False","False",642,12,3.8,1.5,45.8,NA,80.5,NA,14.6,23.3,5146
"Patrick Williams",2021,2025,"['Forward']",79,215,"August 26, 2001","['Florida State']","False","True",276,9.6,4.1,1.5,45.2,39.2,76.9,53,10.6,8.4,5147
"Pete Williams",1986,1987,"['Forward']",79,190,"March 10, 1965","['Arizona']","False","False",58,2.6,2.5,0.3,60.2,NA,42.5,60.2,11.4,1.4,5148
"Ray Williams",1978,1987,"['Guard']",75,188,"October 14, 1954","['Minnesota']","False","False",655,15.5,3.6,5.8,45.1,23.7,80.2,45.6,17.3,37.1,5149
"Reggie Williams",1988,1997,"['Forward', 'Guard']",79,190,"March 5, 1964","['Georgetown']","False","False",599,12.5,4,2.5,43.7,29.8,78.4,46.4,14.2,26,5150
"Reggie Williams",2010,2017,"['Forward']",78,205,"September 14, 1986","['Virginia Military Institute']","False","False",206,7.8,2.4,1.5,45.6,36.5,75,53.2,14.3,6.4,5151
"Rickey Williams",1983,1983,"['Guard']",73,175,"March 12, 1957","['New Mexico', ' Cal State Long Beach']","False","False",44,3.3,0.9,0.8,41.5,0,66,41.5,9.6,-0.1,5152
"Rob Williams",1983,1984,"['Guard']",74,175,"May 5, 1961","['Houston']","False","False",153,8.6,2.2,5.4,43.9,27.4,78.9,44.6,12.2,2.1,5153
"Robert Williams",2019,2025,"['Center', 'Forward']",81,237,"October 17, 1997","['Texas A&M']","False","True",235,7.2,6.8,1.4,72.3,14.3,67.4,72.3,22,23.9,5154
"Ron Williams",1969,1976,"['Guard']",75,188,"September 24, 1944","['West Virginia']","False","False",516,9.3,1.9,3.5,44.1,NA,83.3,NA,13.5,23.5,5155
"Sam Williams",1969,1970,"['Guard']",75,180,"January 22, 1945","['Iowa']","False","False",66,3.9,1.8,1,35.3,NA,53.1,NA,8.3,-0.4,5156
"Sam Williams",1982,1985,"['Forward']",80,210,"March 7, 1959","['Arizona State']","False","False",257,6.3,4.5,0.6,50,0,65.3,50,13.7,9,5157
"Scott Williams",1991,2005,"['Forward', 'Center']",82,230,"March 21, 1968","['UNC']","False","False",746,5.1,4.7,0.6,46.7,11.1,72.1,46.8,13.3,26.4,5158
"Sean Williams",2008,2012,"['Center', 'Forward']",82,235,"September 13, 1986","['Boston College']","False","False",137,4.2,3.4,0.3,51.1,0,62.4,51.1,12.4,3,5159
"Shammond Williams",1999,2007,"['Guard']",73,201,"April 5, 1975","['UNC']","False","False",325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8,5160
"Shawne Williams",2007,2015,"['Forward']",81,225,"February 16, 1986","['Memphis']","False","False",314,5.6,3,0.7,40.3,33.9,75.5,48.9,10.5,6.7,5161
"Shelden Williams",2007,2012,"['Forward']",81,250,"October 21, 1983","['Duke']","False","False",361,4.5,4.3,0.5,46.2,22.2,74,46.3,12.5,9.9,5162
"Sly Williams",1980,1986,"['Forward', 'Guard']",79,210,"January 26, 1958","['Rhode Island']","False","False",305,10.9,4.2,2,47.8,16.2,69.2,48,16,13.4,5163
"Terrence Williams",2010,2013,"['Forward']",78,220,"June 28, 1987","['Louisville']","False","False",153,7.1,3.6,2.4,41.2,31.7,65.9,43.9,11.5,-0.2,5164
"Travis Williams",1998,1999,"['Forward']",78,215,"May 27, 1969","['South Carolina State']","False","False",47,3.2,2.4,0.5,47,0,54,47,13,0.5,5165
"Troy Williams",2017,2019,"['Forward']",79,218,"December 30, 1994","['Indiana']","False","False",72,6,2.7,0.7,44.9,29.9,64.9,50.7,11,1.3,5166
"Vince Williams Jr.",2023,2025,"['Forward']",76,205,"August 30, 2000","['VCU']","False","True",94,7.8,4.3,2.5,42.3,32.8,80.1,51.6,11.5,3.1,5167
"Walt Williams",1993,2003,"['Forward', 'Guard']",80,219,"April 16, 1970","['Maryland']","False","False",708,11.8,3.9,2.3,42.5,37.9,74.3,49.4,14.2,33.9,5168
"Ward Williams",1949,1949,"['Forward']",76,195,"June 26, 1923","['Indiana']","False","False",53,4.1,NA,1.5,23.7,NA,75,NA,NA,1.8,5169
"Willie Williams",1971,1971,"['Forward']",79,200,"July 28, 1946","['Florida State']","False","False",25,0.9,0.9,0.3,23.8,NA,60,NA,2.2,-0.4,5170
"Ziaire Williams",2022,2025,"['Forward']",81,215,"September 12, 2001","['Stanford']","False","True",213,8.3,3.2,1.2,42.1,31.6,81.1,50.7,10.1,4.7,5171
"Nigel Williams-Goss",2020,2020,"['Guard']",74,190,"September 16, 1994","['Gonzaga', ' Washington']","False","False",10,1.4,0.6,0.6,31.3,28.6,100,37.5,8.1,0,5172
"Corliss Williamson",1996,2007,"['Forward']",79,245,"December 4, 1973","['Arkansas']","False","False",822,11.1,3.9,1.2,49,13.6,71.4,49,14.9,34.7,5173
"John Williamson",1974,1981,"['Guard']",74,185,"November 10, 1951","['New Mexico State']","False","False",516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6,5174
